DOL_Vehicle_ID,Model_Year,Make,Model,Electric_Vehicle_Type,Clean_Alternative_Fuel_Vehicle_(CAFV)_Eligibility,Electric_Range,Base_MSRP,Vehicle_Age,Range_Category,Price_Category,Price_per_Range,EV_Class,High_Range_Flag,Premium_Flag
110643,2020,Ola Electric,XUV400,BEV,Eligible,282,3041499,6,High,Premium,10785.46,BEV,0,1
110644,2020,Tata Motors,iQube,BEV,Not Eligible,111,2944907,6,Medium,Premium,26530.69,BEV,0,1
110645,2020,Ola Electric,iQube,BEV,Eligible,382,3933700,6,High,Premium,10297.64,BEV,1,1
110646,2020,Ola Electric,S1 Pro,BEV,Eligible,327,3004573,6,High,Premium,9188.3,BEV,1,1
110647,2020,Tata Motors,Kona EV,BEV,Not Eligible,119,3624623,6,Medium,Premium,30459.02,BEV,0,1
110648,2020,Tata Motors,iQube,BEV,Eligible,198,3134118,6,Medium,Premium,15828.88,BEV,0,1
110649,2020,BYD India,Atto 3,BEV,Eligible,136,1048112,6,Medium,Premium,7706.71,BEV,0,1
110650,2020,Tata Motors,iQube,BEV,Eligible,239,1681209,6,Medium,Premium,7034.35,BEV,0,1
110651,2020,TVS Motor,Kona EV,BEV,Eligible,106,4066291,6,Medium,Premium,38361.24,BEV,0,1
110652,2020,MG Motor India,ZS EV,PHEV,Eligible,91,1731030,6,Low,Premium,19022.31,PHEV,0,1
110653,2020,TVS Motor,ZS EV,BEV,Eligible,170,3216602,6,Medium,Premium,18921.19,BEV,0,1
110654,2020,Ather Energy,S1 Pro,BEV,Eligible,476,4055680,6,High,Premium,8520.34,BEV,1,1
110655,2020,Tata Motors,ZS EV,BEV,Eligible,108,2252668,6,Medium,Premium,20858.04,BEV,0,1
110656,2020,BYD India,Nexon EV,BEV,Eligible,198,2461354,6,Medium,Premium,12431.08,BEV,0,1
110657,2020,Ola Electric,Atto 3,BEV,Not Eligible,405,3928159,6,High,Premium,9699.16,BEV,1,1
110658,2020,Ola Electric,450X,BEV,Eligible,269,3536098,6,High,Premium,13145.35,BEV,0,1
110659,2020,Ola Electric,Kona EV,BEV,Eligible,494,4337494,6,High,Premium,8780.35,BEV,1,1
110660,2020,MG Motor India,Nexon EV,BEV,Eligible,115,1412121,6,Medium,Premium,12279.31,BEV,0,1
110661,2020,TVS Motor,ZS EV,BEV,Eligible,417,4363270,6,High,Premium,10463.48,BEV,1,1
110662,2020,Mahindra Electric,XUV400,BEV,Eligible,430,3278617,6,High,Premium,7624.69,BEV,1,1
110663,2020,MG Motor India,Kona EV,BEV,Eligible,409,2665217,6,High,Premium,6516.42,BEV,1,1
110664,2020,TVS Motor,450X,BEV,Eligible,474,2782496,6,High,Premium,5870.24,BEV,1,1
110665,2020,BYD India,ZS EV,PHEV,Not Eligible,416,3765559,6,High,Premium,9051.82,PHEV,1,1
110666,2020,Hyundai EV,450X,BEV,Eligible,292,2581168,6,High,Premium,8839.62,BEV,0,1
110667,2020,TVS Motor,Kona EV,BEV,Eligible,349,3776905,6,High,Premium,10822.08,BEV,1,1
110668,2020,Tata Motors,Nexon EV,BEV,Not Eligible,434,1509072,6,High,Premium,3477.12,BEV,1,1
110669,2020,BYD India,S1 Pro,BEV,Not Eligible,412,3173912,6,High,Premium,7703.67,BEV,1,1
110670,2020,Mahindra Electric,450X,BEV,Eligible,165,3066465,6,Medium,Premium,18584.64,BEV,0,1
110671,2020,Ather Energy,XUV400,BEV,Not Eligible,82,2623191,6,Low,Premium,31990.13,BEV,0,1
110672,2020,Ola Electric,S1 Pro,BEV,Not Eligible,297,3304847,6,High,Premium,11127.43,BEV,0,1
110673,2020,Ather Energy,Nexon EV,PHEV,Not Eligible,350,3249522,6,High,Premium,9284.35,PHEV,1,1
110674,2020,Mahindra Electric,Kona EV,BEV,Eligible,230,2398155,6,Medium,Premium,10426.76,BEV,0,1
110675,2020,BYD India,450X,BEV,Eligible,397,1468527,6,High,Premium,3699.06,BEV,1,1
110676,2020,Ola Electric,ZS EV,BEV,Eligible,377,3831637,6,High,Premium,10163.49,BEV,1,1
110677,2020,Mahindra Electric,Nexon EV,BEV,Eligible,346,4216227,6,High,Premium,12185.63,BEV,1,1
110678,2020,Ola Electric,Atto 3,BEV,Not Eligible,485,4108073,6,High,Premium,8470.25,BEV,1,1
110679,2020,BYD India,S1 Pro,BEV,Eligible,410,3000707,6,High,Premium,7318.8,BEV,1,1
110680,2020,Hyundai EV,Kona EV,BEV,Eligible,463,2983416,6,High,Premium,6443.66,BEV,1,1
110681,2020,Hyundai EV,Nexon EV,BEV,Eligible,214,1613047,6,Medium,Premium,7537.6,BEV,0,1
110682,2020,BYD India,XUV400,BEV,Eligible,465,1117422,6,High,Premium,2403.06,BEV,1,1
110683,2020,Hyundai EV,450X,PHEV,Eligible,406,1206960,6,High,Premium,2972.81,PHEV,1,1
110684,2020,TVS Motor,iQube,BEV,Not Eligible,252,2254422,6,High,Premium,8946.12,BEV,0,1
110685,2020,TVS Motor,iQube,BEV,Eligible,200,1019069,6,Medium,Premium,5095.34,BEV,0,1
110686,2020,MG Motor India,S1 Pro,BEV,Eligible,310,2629635,6,High,Premium,8482.69,BEV,1,1
110687,2020,TVS Motor,450X,BEV,Eligible,478,3987382,6,High,Premium,8341.8,BEV,1,1
110688,2020,Ather Energy,450X,BEV,Eligible,476,4447743,6,High,Premium,9344.0,BEV,1,1
110689,2020,Mahindra Electric,ZS EV,BEV,Eligible,301,3536937,6,High,Premium,11750.62,BEV,1,1
110690,2020,Mahindra Electric,Kona EV,PHEV,Not Eligible,349,1704865,6,High,Premium,4885.0,PHEV,1,1
110691,2020,Ather Energy,Kona EV,BEV,Eligible,353,4387686,6,High,Premium,12429.71,BEV,1,1
110692,2020,Ola Electric,iQube,BEV,Not Eligible,501,3133739,6,High,Premium,6254.97,BEV,1,1
110693,2020,TVS Motor,450X,BEV,Eligible,231,1161835,6,Medium,Premium,5029.59,BEV,0,1
110694,2020,MG Motor India,XUV400,BEV,Eligible,359,939044,6,High,Premium,2615.72,BEV,1,1
110695,2020,Ola Electric,iQube,BEV,Eligible,444,1067020,6,High,Premium,2403.2,BEV,1,1
110696,2020,Hyundai EV,XUV400,BEV,Eligible,178,3476200,6,Medium,Premium,19529.21,BEV,0,1
110697,2020,BYD India,Atto 3,BEV,Eligible,296,4265037,6,High,Premium,14408.91,BEV,0,1
110698,2020,MG Motor India,450X,BEV,Eligible,211,1865715,6,Medium,Premium,8842.25,BEV,0,1
110699,2020,Ola Electric,Atto 3,PHEV,Not Eligible,148,3861937,6,Medium,Premium,26094.17,PHEV,0,1
110700,2020,Ola Electric,ZS EV,BEV,Eligible,507,3464314,6,High,Premium,6832.97,BEV,1,1
110701,2020,Mahindra Electric,XUV400,BEV,Not Eligible,338,4170936,6,High,Premium,12340.05,BEV,1,1
110702,2020,Hyundai EV,iQube,BEV,Eligible,191,2183986,6,Medium,Premium,11434.48,BEV,0,1
110703,2020,BYD India,iQube,BEV,Eligible,358,3633361,6,High,Premium,10149.05,BEV,1,1
110704,2020,Tata Motors,Nexon EV,BEV,Eligible,432,2979422,6,High,Premium,6896.81,BEV,1,1
110705,2020,Ola Electric,S1 Pro,BEV,Eligible,138,3871384,6,Medium,Premium,28053.51,BEV,0,1
110706,2020,TVS Motor,Nexon EV,BEV,Eligible,117,2436083,6,Medium,Premium,20821.22,BEV,0,1
110707,2020,Mahindra Electric,450X,BEV,Eligible,82,4002504,6,Low,Premium,48811.02,BEV,0,1
110708,2020,Tata Motors,S1 Pro,BEV,Eligible,297,1358348,6,High,Premium,4573.56,BEV,0,1
110709,2020,MG Motor India,Kona EV,BEV,Eligible,468,3013207,6,High,Premium,6438.48,BEV,1,1
110710,2020,Mahindra Electric,S1 Pro,BEV,Eligible,204,3781502,6,Medium,Premium,18536.77,BEV,0,1
110711,2020,TVS Motor,ZS EV,PHEV,Eligible,301,1175952,6,High,Premium,3906.82,PHEV,1,1
110712,2020,Ola Electric,S1 Pro,BEV,Eligible,86,1980028,6,Low,Premium,23023.58,BEV,0,1
110713,2020,Ola Electric,ZS EV,BEV,Eligible,489,1468022,6,High,Premium,3002.09,BEV,1,1
110714,2020,Mahindra Electric,XUV400,PHEV,Eligible,176,3186092,6,Medium,Premium,18102.8,PHEV,0,1
110715,2020,Mahindra Electric,ZS EV,BEV,Eligible,298,3829166,6,High,Premium,12849.55,BEV,0,1
110716,2020,BYD India,Nexon EV,BEV,Eligible,504,3524399,6,High,Premium,6992.86,BEV,1,1
110717,2020,BYD India,ZS EV,BEV,Not Eligible,518,2448389,6,High,Premium,4726.62,BEV,1,1
110718,2020,Mahindra Electric,Nexon EV,BEV,Eligible,510,3975662,6,High,Premium,7795.42,BEV,1,1
110719,2020,Tata Motors,XUV400,BEV,Eligible,101,1626038,6,Medium,Premium,16099.39,BEV,0,1
110720,2020,Hyundai EV,ZS EV,BEV,Eligible,107,4270705,6,Medium,Premium,39913.13,BEV,0,1
110721,2020,Hyundai EV,450X,BEV,Eligible,246,2600231,6,Medium,Premium,10570.04,BEV,0,1
110722,2020,BYD India,Nexon EV,PHEV,Eligible,415,1996151,6,High,Premium,4810.0,PHEV,1,1
110723,2020,Mahindra Electric,Nexon EV,BEV,Not Eligible,483,3044863,6,High,Premium,6304.06,BEV,1,1
110724,2020,Ather Energy,450X,PHEV,Eligible,314,2865809,6,High,Premium,9126.78,PHEV,1,1
110725,2020,TVS Motor,ZS EV,BEV,Eligible,151,2410624,6,Medium,Premium,15964.4,BEV,0,1
110726,2020,BYD India,Kona EV,BEV,Eligible,369,3317919,6,High,Premium,8991.65,BEV,1,1
110727,2020,MG Motor India,450X,PHEV,Not Eligible,231,2886541,6,Medium,Premium,12495.85,PHEV,0,1
110728,2020,Hyundai EV,S1 Pro,BEV,Eligible,198,3016895,6,Medium,Premium,15236.84,BEV,0,1
110729,2020,MG Motor India,XUV400,PHEV,Eligible,302,2630133,6,High,Premium,8709.05,PHEV,1,1
110730,2020,BYD India,Atto 3,BEV,Eligible,261,4198883,6,High,Premium,16087.67,BEV,0,1
110731,2020,TVS Motor,ZS EV,BEV,Eligible,126,3296099,6,Medium,Premium,26159.52,BEV,0,1
110732,2020,Hyundai EV,S1 Pro,PHEV,Not Eligible,356,3511638,6,High,Premium,9864.15,PHEV,1,1
110733,2020,Hyundai EV,XUV400,BEV,Not Eligible,407,2087364,6,High,Premium,5128.66,BEV,1,1
110734,2020,Ather Energy,450X,PHEV,Eligible,432,3503977,6,High,Premium,8111.06,PHEV,1,1
110735,2020,BYD India,ZS EV,BEV,Eligible,338,1478554,6,High,Premium,4374.42,BEV,1,1
110736,2020,BYD India,Atto 3,BEV,Eligible,262,3440258,6,High,Premium,13130.76,BEV,0,1
110737,2020,Ola Electric,Nexon EV,PHEV,Eligible,308,1458448,6,High,Premium,4735.22,PHEV,1,1
110738,2020,TVS Motor,Atto 3,BEV,Eligible,508,1253090,6,High,Premium,2466.71,BEV,1,1
110739,2020,Ola Electric,ZS EV,BEV,Eligible,484,2818902,6,High,Premium,5824.18,BEV,1,1
110740,2020,Ather Energy,iQube,BEV,Eligible,214,2815082,6,Medium,Premium,13154.59,BEV,0,1
110741,2020,Mahindra Electric,iQube,BEV,Eligible,329,3175646,6,High,Premium,9652.42,BEV,1,1
110742,2020,Hyundai EV,450X,BEV,Eligible,185,1723517,6,Medium,Premium,9316.31,BEV,0,1
110743,2020,Mahindra Electric,XUV400,PHEV,Eligible,414,3997770,6,High,Premium,9656.45,PHEV,1,1
110744,2020,Hyundai EV,Atto 3,BEV,Not Eligible,173,1707693,6,Medium,Premium,9871.06,BEV,0,1
110745,2020,BYD India,XUV400,PHEV,Not Eligible,429,3664294,6,High,Premium,8541.48,PHEV,1,1
110746,2020,Hyundai EV,ZS EV,BEV,Eligible,142,962302,6,Medium,Premium,6776.77,BEV,0,1
110747,2020,Ola Electric,Atto 3,BEV,Eligible,306,4026618,6,High,Premium,13158.88,BEV,1,1
110748,2020,TVS Motor,S1 Pro,BEV,Eligible,246,3516921,6,Medium,Premium,14296.43,BEV,0,1
110749,2020,TVS Motor,XUV400,PHEV,Eligible,446,4108716,6,High,Premium,9212.37,PHEV,1,1
110750,2020,Hyundai EV,XUV400,BEV,Eligible,444,1989091,6,High,Premium,4479.93,BEV,1,1
110751,2020,TVS Motor,Nexon EV,BEV,Eligible,292,1796991,6,High,Premium,6154.08,BEV,0,1
110752,2020,MG Motor India,ZS EV,BEV,Eligible,202,3407797,6,Medium,Premium,16870.28,BEV,0,1
110753,2020,BYD India,450X,BEV,Eligible,312,2505864,6,High,Premium,8031.62,BEV,1,1
110754,2020,MG Motor India,iQube,BEV,Eligible,452,1893449,6,High,Premium,4189.05,BEV,1,1
110755,2020,Ather Energy,Kona EV,PHEV,Not Eligible,107,2628533,6,Medium,Premium,24565.73,PHEV,0,1
110756,2020,TVS Motor,Nexon EV,BEV,Eligible,372,1791456,6,High,Premium,4815.74,BEV,1,1
110757,2020,Ola Electric,Atto 3,PHEV,Eligible,142,3876331,6,Medium,Premium,27298.11,PHEV,0,1
110758,2020,Hyundai EV,Atto 3,PHEV,Not Eligible,132,4243144,6,Medium,Premium,32145.03,PHEV,0,1
110759,2020,Tata Motors,450X,BEV,Not Eligible,220,2015250,6,Medium,Premium,9160.23,BEV,0,1
110760,2020,Tata Motors,XUV400,BEV,Eligible,461,3401853,6,High,Premium,7379.29,BEV,1,1
110761,2020,BYD India,XUV400,BEV,Eligible,292,3428758,6,High,Premium,11742.32,BEV,0,1
110762,2020,BYD India,450X,BEV,Not Eligible,94,1765639,6,Low,Premium,18783.39,BEV,0,1
110763,2020,MG Motor India,Nexon EV,BEV,Eligible,229,2140125,6,Medium,Premium,9345.52,BEV,0,1
110764,2020,Tata Motors,Kona EV,BEV,Eligible,117,2518686,6,Medium,Premium,21527.23,BEV,0,1
110765,2020,Ola Electric,iQube,BEV,Not Eligible,122,2220044,6,Medium,Premium,18197.08,BEV,0,1
110766,2020,Mahindra Electric,S1 Pro,BEV,Eligible,194,4283869,6,Medium,Premium,22081.8,BEV,0,1
110767,2020,MG Motor India,450X,BEV,Eligible,201,1235378,6,Medium,Premium,6146.16,BEV,0,1
110768,2020,Tata Motors,iQube,BEV,Not Eligible,265,3951060,6,High,Premium,14909.66,BEV,0,1
110769,2020,Mahindra Electric,XUV400,BEV,Not Eligible,156,3538481,6,Medium,Premium,22682.57,BEV,0,1
110770,2020,Tata Motors,450X,BEV,Eligible,427,3968459,6,High,Premium,9293.81,BEV,1,1
110771,2020,Hyundai EV,Atto 3,BEV,Eligible,81,3723329,6,Low,Premium,45967.02,BEV,0,1
110772,2020,MG Motor India,S1 Pro,BEV,Eligible,372,4343791,6,High,Premium,11676.86,BEV,1,1
110773,2020,BYD India,iQube,BEV,Eligible,314,998730,6,High,Premium,3180.67,BEV,1,1
110774,2020,MG Motor India,iQube,BEV,Eligible,172,2716787,6,Medium,Premium,15795.27,BEV,0,1
110775,2020,MG Motor India,XUV400,BEV,Eligible,220,1433536,6,Medium,Premium,6516.07,BEV,0,1
110776,2020,Ather Energy,iQube,BEV,Eligible,129,4145554,6,Medium,Premium,32136.08,BEV,0,1
110777,2020,Tata Motors,XUV400,BEV,Eligible,394,3452622,6,High,Premium,8763.0,BEV,1,1
110778,2020,Hyundai EV,S1 Pro,BEV,Eligible,227,2588412,6,Medium,Premium,11402.7,BEV,0,1
110779,2020,Tata Motors,Kona EV,BEV,Eligible,164,1791158,6,Medium,Premium,10921.7,BEV,0,1
110780,2020,Mahindra Electric,Nexon EV,BEV,Eligible,467,1554873,6,High,Premium,3329.49,BEV,1,1
110781,2020,BYD India,S1 Pro,BEV,Eligible,273,1744284,6,High,Premium,6389.32,BEV,0,1
110782,2020,MG Motor India,Kona EV,BEV,Eligible,271,3060412,6,High,Premium,11293.03,BEV,0,1
110783,2020,Hyundai EV,Atto 3,BEV,Eligible,268,1317658,6,High,Premium,4916.63,BEV,0,1
110784,2020,Hyundai EV,iQube,PHEV,Not Eligible,315,3466536,6,High,Premium,11004.88,PHEV,1,1
110785,2020,Hyundai EV,iQube,BEV,Eligible,296,4329346,6,High,Premium,14626.17,BEV,0,1
110786,2020,BYD India,XUV400,BEV,Eligible,201,2647130,6,Medium,Premium,13169.8,BEV,0,1
110787,2020,BYD India,XUV400,BEV,Eligible,210,4477258,6,Medium,Premium,21320.28,BEV,0,1
110788,2020,Mahindra Electric,iQube,BEV,Eligible,375,4352875,6,High,Premium,11607.67,BEV,1,1
110789,2020,Ather Energy,Atto 3,BEV,Eligible,364,1153053,6,High,Premium,3167.73,BEV,1,1
110790,2020,MG Motor India,Kona EV,BEV,Eligible,242,2179238,6,Medium,Premium,9005.12,BEV,0,1
110791,2020,Ather Energy,Nexon EV,PHEV,Eligible,128,2243282,6,Medium,Premium,17525.64,PHEV,0,1
110792,2020,TVS Motor,XUV400,BEV,Eligible,228,1876666,6,Medium,Premium,8230.99,BEV,0,1
110793,2020,TVS Motor,Atto 3,BEV,Eligible,245,3732142,6,Medium,Premium,15233.23,BEV,0,1
110794,2020,Ola Electric,XUV400,BEV,Eligible,101,2700345,6,Medium,Premium,26736.09,BEV,0,1
110795,2020,Tata Motors,Nexon EV,BEV,Eligible,464,2023034,6,High,Premium,4359.99,BEV,1,1
110796,2020,Mahindra Electric,Nexon EV,BEV,Not Eligible,507,3969504,6,High,Premium,7829.4,BEV,1,1
110797,2020,Tata Motors,Atto 3,BEV,Eligible,112,3124529,6,Medium,Premium,27897.58,BEV,0,1
110798,2020,Tata Motors,XUV400,BEV,Eligible,400,3405622,6,High,Premium,8514.06,BEV,1,1
110799,2020,Ather Energy,Kona EV,BEV,Eligible,314,2665482,6,High,Premium,8488.8,BEV,1,1
110800,2020,TVS Motor,S1 Pro,BEV,Eligible,351,3193201,6,High,Premium,9097.44,BEV,1,1
110801,2020,BYD India,iQube,PHEV,Not Eligible,484,1926624,6,High,Premium,3980.63,PHEV,1,1
110802,2020,BYD India,XUV400,BEV,Not Eligible,334,3534913,6,High,Premium,10583.57,BEV,1,1
110803,2020,Ola Electric,iQube,BEV,Eligible,275,1579071,6,High,Premium,5742.08,BEV,0,1
110804,2020,Ather Energy,Nexon EV,BEV,Not Eligible,473,928122,6,High,Premium,1962.2,BEV,1,1
110805,2020,Mahindra Electric,Atto 3,BEV,Eligible,182,3329207,6,Medium,Premium,18292.35,BEV,0,1
110806,2020,Ather Energy,450X,PHEV,Eligible,177,3320370,6,Medium,Premium,18759.15,PHEV,0,1
110807,2020,Tata Motors,Nexon EV,BEV,Eligible,287,3973149,6,High,Premium,13843.72,BEV,0,1
110808,2020,BYD India,S1 Pro,BEV,Eligible,319,4128467,6,High,Premium,12941.9,BEV,1,1
110809,2020,BYD India,Nexon EV,BEV,Eligible,88,1145069,6,Low,Premium,13012.15,BEV,0,1
110810,2020,Ather Energy,iQube,BEV,Eligible,349,2439747,6,High,Premium,6990.68,BEV,1,1
110811,2020,Tata Motors,Nexon EV,PHEV,Eligible,122,2151081,6,Medium,Premium,17631.81,PHEV,0,1
110812,2020,Hyundai EV,iQube,BEV,Eligible,141,4076615,6,Medium,Premium,28912.16,BEV,0,1
110813,2020,Tata Motors,Nexon EV,BEV,Eligible,187,4123868,6,Medium,Premium,22052.77,BEV,0,1
110814,2020,MG Motor India,iQube,BEV,Eligible,191,4068191,6,Medium,Premium,21299.43,BEV,0,1
110815,2020,MG Motor India,XUV400,BEV,Not Eligible,274,914808,6,High,Premium,3338.72,BEV,0,1
110816,2020,Tata Motors,Nexon EV,BEV,Not Eligible,306,1175150,6,High,Premium,3840.36,BEV,1,1
110817,2020,Ather Energy,Nexon EV,BEV,Eligible,178,1730997,6,Medium,Premium,9724.7,BEV,0,1
110818,2020,Hyundai EV,S1 Pro,BEV,Eligible,206,1064390,6,Medium,Premium,5166.94,BEV,0,1
110819,2020,Ather Energy,XUV400,BEV,Not Eligible,240,4091200,6,Medium,Premium,17046.67,BEV,0,1
110820,2020,MG Motor India,450X,BEV,Not Eligible,406,3906095,6,High,Premium,9620.92,BEV,1,1
110821,2020,MG Motor India,ZS EV,BEV,Eligible,455,3269986,6,High,Premium,7186.78,BEV,1,1
110822,2020,Ola Electric,ZS EV,BEV,Not Eligible,376,3835423,6,High,Premium,10200.59,BEV,1,1
110823,2020,Mahindra Electric,iQube,BEV,Not Eligible,185,3147437,6,Medium,Premium,17013.17,BEV,0,1
110824,2020,TVS Motor,Kona EV,BEV,Not Eligible,136,2528711,6,Medium,Premium,18593.46,BEV,0,1
110825,2020,BYD India,iQube,BEV,Eligible,162,1013882,6,Medium,Premium,6258.53,BEV,0,1
110826,2020,Ather Energy,450X,BEV,Eligible,168,4494889,6,Medium,Premium,26755.29,BEV,0,1
110827,2020,Hyundai EV,iQube,BEV,Eligible,350,1436623,6,High,Premium,4104.64,BEV,1,1
110828,2020,Mahindra Electric,XUV400,BEV,Eligible,246,1785630,6,Medium,Premium,7258.66,BEV,0,1
110829,2020,Ola Electric,Kona EV,BEV,Eligible,403,1715639,6,High,Premium,4257.17,BEV,1,1
110830,2020,Ather Energy,iQube,BEV,Eligible,498,1116501,6,High,Premium,2241.97,BEV,1,1
110831,2020,MG Motor India,450X,PHEV,Eligible,305,1544088,6,High,Premium,5062.58,PHEV,1,1
110832,2020,Ather Energy,iQube,BEV,Eligible,323,3549976,6,High,Premium,10990.64,BEV,1,1
110833,2020,MG Motor India,iQube,BEV,Eligible,248,3572612,6,Medium,Premium,14405.69,BEV,0,1
110834,2020,Ather Energy,XUV400,BEV,Eligible,303,2906936,6,High,Premium,9593.85,BEV,1,1
110835,2020,Mahindra Electric,iQube,BEV,Eligible,432,3099482,6,High,Premium,7174.73,BEV,1,1
110836,2020,Hyundai EV,XUV400,BEV,Eligible,134,1697869,6,Medium,Premium,12670.66,BEV,0,1
110837,2020,Mahindra Electric,450X,BEV,Eligible,469,4281697,6,High,Premium,9129.42,BEV,1,1
110838,2020,Tata Motors,Kona EV,PHEV,Not Eligible,173,3567529,6,Medium,Premium,20621.55,PHEV,0,1
110839,2020,Ather Energy,XUV400,BEV,Eligible,158,2243620,6,Medium,Premium,14200.13,BEV,0,1
110840,2020,Hyundai EV,iQube,BEV,Not Eligible,464,2208755,6,High,Premium,4760.25,BEV,1,1
110841,2020,Ather Energy,Atto 3,BEV,Eligible,142,3181298,6,Medium,Premium,22403.51,BEV,0,1
110842,2020,MG Motor India,Atto 3,BEV,Eligible,134,3350482,6,Medium,Premium,25003.6,BEV,0,1
110843,2020,Ather Energy,Nexon EV,BEV,Eligible,256,2354208,6,High,Premium,9196.12,BEV,0,1
110844,2020,Tata Motors,Kona EV,PHEV,Eligible,256,2264946,6,High,Premium,8847.45,PHEV,0,1
110845,2021,Ola Electric,Nexon EV,PHEV,Eligible,143,2799923,5,Medium,Premium,19579.88,PHEV,0,1
110846,2021,BYD India,Nexon EV,BEV,Eligible,150,1006213,5,Medium,Premium,6708.09,BEV,0,1
110847,2021,TVS Motor,450X,BEV,Eligible,406,1705355,5,High,Premium,4200.38,BEV,1,1
110848,2021,MG Motor India,XUV400,BEV,Eligible,202,3694203,5,Medium,Premium,18288.13,BEV,0,1
110849,2021,Ather Energy,iQube,BEV,Eligible,217,2522091,5,Medium,Premium,11622.54,BEV,0,1
110850,2021,Mahindra Electric,ZS EV,BEV,Not Eligible,149,1971660,5,Medium,Premium,13232.62,BEV,0,1
110851,2021,Tata Motors,S1 Pro,BEV,Eligible,268,3272517,5,High,Premium,12210.88,BEV,0,1
110852,2021,Hyundai EV,450X,BEV,Eligible,271,1515529,5,High,Premium,5592.36,BEV,0,1
110853,2021,MG Motor India,Atto 3,BEV,Eligible,449,984057,5,High,Premium,2191.66,BEV,1,1
110854,2021,BYD India,450X,BEV,Eligible,208,1279985,5,Medium,Premium,6153.77,BEV,0,1
110855,2021,Tata Motors,XUV400,BEV,Eligible,404,1783521,5,High,Premium,4414.66,BEV,1,1
110856,2021,Ola Electric,Atto 3,BEV,Eligible,322,1149703,5,High,Premium,3570.51,BEV,1,1
110857,2021,Ather Energy,XUV400,BEV,Eligible,285,3690298,5,High,Premium,12948.41,BEV,0,1
110858,2021,Hyundai EV,S1 Pro,BEV,Eligible,166,3713761,5,Medium,Premium,22372.05,BEV,0,1
110859,2021,TVS Motor,iQube,PHEV,Eligible,384,2779738,5,High,Premium,7238.9,PHEV,1,1
110860,2021,BYD India,XUV400,BEV,Eligible,338,3156884,5,High,Premium,9339.89,BEV,1,1
110861,2021,Tata Motors,iQube,BEV,Not Eligible,239,3122929,5,Medium,Premium,13066.65,BEV,0,1
110862,2021,Ola Electric,iQube,BEV,Eligible,266,2727002,5,High,Premium,10251.89,BEV,0,1
110863,2021,Ola Electric,Atto 3,PHEV,Eligible,231,4305920,5,Medium,Premium,18640.35,PHEV,0,1
110864,2021,Ola Electric,Kona EV,BEV,Eligible,184,1482547,5,Medium,Premium,8057.32,BEV,0,1
110865,2021,BYD India,iQube,BEV,Eligible,121,1685237,5,Medium,Premium,13927.58,BEV,0,1
110866,2021,Ather Energy,450X,BEV,Eligible,241,4126214,5,Medium,Premium,17121.22,BEV,0,1
110867,2021,Hyundai EV,iQube,BEV,Eligible,370,2437811,5,High,Premium,6588.68,BEV,1,1
110868,2021,Ola Electric,Nexon EV,BEV,Eligible,320,1466982,5,High,Premium,4584.32,BEV,1,1
110869,2021,TVS Motor,iQube,BEV,Eligible,279,2207169,5,High,Premium,7911.0,BEV,0,1
110870,2021,MG Motor India,450X,BEV,Eligible,450,3038085,5,High,Premium,6751.3,BEV,1,1
110871,2021,BYD India,S1 Pro,BEV,Eligible,439,2463828,5,High,Premium,5612.36,BEV,1,1
110872,2021,Tata Motors,Atto 3,BEV,Not Eligible,494,3090128,5,High,Premium,6255.32,BEV,1,1
110873,2021,Hyundai EV,iQube,BEV,Eligible,513,3017974,5,High,Premium,5882.99,BEV,1,1
110874,2021,BYD India,iQube,BEV,Eligible,513,2177758,5,High,Premium,4245.14,BEV,1,1
110875,2021,Tata Motors,Nexon EV,BEV,Eligible,105,2299585,5,Medium,Premium,21900.81,BEV,0,1
110876,2021,Ather Energy,XUV400,BEV,Not Eligible,243,2750598,5,Medium,Premium,11319.33,BEV,0,1
110877,2021,Tata Motors,S1 Pro,BEV,Eligible,106,4482481,5,Medium,Premium,42287.56,BEV,0,1
110878,2021,Ola Electric,S1 Pro,PHEV,Eligible,162,2407882,5,Medium,Premium,14863.47,PHEV,0,1
110879,2021,BYD India,XUV400,BEV,Not Eligible,134,3926240,5,Medium,Premium,29300.3,BEV,0,1
110880,2021,Tata Motors,S1 Pro,PHEV,Eligible,201,3493999,5,Medium,Premium,17383.08,PHEV,0,1
110881,2021,Ola Electric,XUV400,BEV,Eligible,373,1678027,5,High,Premium,4498.73,BEV,1,1
110882,2021,Ola Electric,iQube,BEV,Eligible,513,1439708,5,High,Premium,2806.45,BEV,1,1
110883,2021,BYD India,ZS EV,BEV,Not Eligible,167,2706491,5,Medium,Premium,16206.53,BEV,0,1
110884,2021,Tata Motors,XUV400,BEV,Eligible,405,1784454,5,High,Premium,4406.06,BEV,1,1
110885,2021,Tata Motors,Nexon EV,BEV,Eligible,368,4245889,5,High,Premium,11537.74,BEV,1,1
110886,2021,Hyundai EV,iQube,BEV,Eligible,372,4093874,5,High,Premium,11005.04,BEV,1,1
110887,2021,Ola Electric,iQube,BEV,Eligible,435,4321547,5,High,Premium,9934.59,BEV,1,1
110888,2021,Hyundai EV,XUV400,BEV,Eligible,155,2774214,5,Medium,Premium,17898.15,BEV,0,1
110889,2021,TVS Motor,ZS EV,PHEV,Eligible,511,1449479,5,High,Premium,2836.55,PHEV,1,1
110890,2021,Hyundai EV,Atto 3,BEV,Eligible,462,4268186,5,High,Premium,9238.5,BEV,1,1
