DOL Vehicle ID,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP
114772,2022,MG Motor India,ZS EV,Battery Electric Vehicle (BEV),Not Eligible,300,2077237
114773,2022,BYD India,S1 Pro,Battery Electric Vehicle (BEV),Eligible,234,4167293
114774,2022,MG Motor India,Nexon EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,396,2381807
114775,2022,Tata Motors,Nexon EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,136,2757860
114776,2022,Tata Motors,XUV400,Battery Electric Vehicle (BEV),Eligible,288,3398822
114777,2022,Ather Energy,Atto 3,Battery Electric Vehicle (BEV),Eligible,88,4429529
114778,2022,TVS Motor,S1 Pro,Battery Electric Vehicle (BEV),Eligible,452,1603925
114779,2022,MG Motor India,450X,Battery Electric Vehicle (BEV),Eligible,268,1965572
114780,2022,BYD India,iQube,Battery Electric Vehicle (BEV),Not Eligible,438,3496076
114781,2022,Mahindra Electric,iQube,Battery Electric Vehicle (BEV),Eligible,283,3696805
114782,2022,Tata Motors,450X,Battery Electric Vehicle (BEV),Eligible,132,2096415
114783,2022,Tata Motors,XUV400,Battery Electric Vehicle (BEV),Eligible,338,1086282
114784,2022,Ather Energy,S1 Pro,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,265,3885523
114785,2022,Ather Energy,Atto 3,Battery Electric Vehicle (BEV),Not Eligible,194,2634845
114786,2022,TVS Motor,450X,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,341,3270266
114787,2022,Tata Motors,450X,Battery Electric Vehicle (BEV),Eligible,175,4402993
114788,2022,Ola Electric,ZS EV,Battery Electric Vehicle (BEV),Eligible,353,3008578
114789,2022,MG Motor India,450X,Battery Electric Vehicle (BEV),Eligible,345,3880310
114790,2022,Ather Energy,Atto 3,Battery Electric Vehicle (BEV),Not Eligible,215,3886454
114791,2022,BYD India,XUV400,Battery Electric Vehicle (BEV),Eligible,84,4086610
114792,2022,Hyundai EV,S1 Pro,Battery Electric Vehicle (BEV),Eligible,341,2148212
114793,2022,BYD India,ZS EV,Battery Electric Vehicle (BEV),Not Eligible,328,3933060
114794,2022,TVS Motor,ZS EV,Battery Electric Vehicle (BEV),Eligible,204,3634185
114795,2022,Ather Energy,Nexon EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,426,3320628
114796,2022,Mahindra Electric,Atto 3,Battery Electric Vehicle (BEV),Eligible,434,2997039
114797,2022,MG Motor India,XUV400,Battery Electric Vehicle (BEV),Eligible,404,1053854
114798,2022,TVS Motor,S1 Pro,Battery Electric Vehicle (BEV),Eligible,376,3658105
114799,2022,Hyundai EV,Kona EV,Plug-in Hybrid Electric Vehicle (PHEV),Not Eligible,286,4259067
114800,2022,Tata Motors,iQube,Battery Electric Vehicle (BEV),Eligible,455,3364240
114801,2022,Mahindra Electric,Nexon EV,Battery Electric Vehicle (BEV),Eligible,245,4207723
114802,2022,Ola Electric,ZS EV,Battery Electric Vehicle (BEV),Eligible,510,2330900
114803,2022,Ather Energy,450X,Battery Electric Vehicle (BEV),Eligible,300,2563482
114804,2022,TVS Motor,XUV400,Battery Electric Vehicle (BEV),Eligible,109,3710601
114805,2022,Ola Electric,Kona EV,Battery Electric Vehicle (BEV),Not Eligible,491,3612011
114806,2022,BYD India,S1 Pro,Battery Electric Vehicle (BEV),Eligible,419,1574863
114807,2022,TVS Motor,XUV400,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,180,1957307
114808,2022,Ola Electric,Kona EV,Battery Electric Vehicle (BEV),Eligible,257,2525130
114809,2022,Tata Motors,450X,Battery Electric Vehicle (BEV),Eligible,200,2851432
114810,2022,Tata Motors,S1 Pro,Battery Electric Vehicle (BEV),Eligible,250,3895184
114811,2022,Tata Motors,ZS EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,328,3762076
114812,2022,Mahindra Electric,Atto 3,Battery Electric Vehicle (BEV),Eligible,104,4344951
114813,2022,Ola Electric,Kona EV,Battery Electric Vehicle (BEV),Eligible,147,3526416
114814,2022,Tata Motors,ZS EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,106,4214856
114815,2022,MG Motor India,iQube,Battery Electric Vehicle (BEV),Eligible,295,3166664
114816,2022,MG Motor India,S1 Pro,Battery Electric Vehicle (BEV),Eligible,307,3288913
114817,2022,TVS Motor,iQube,Battery Electric Vehicle (BEV),Eligible,262,1965224
114818,2022,Ather Energy,ZS EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,156,2350378
114819,2022,MG Motor India,450X,Battery Electric Vehicle (BEV),Eligible,434,1111509
114820,2022,Ola Electric,S1 Pro,Battery Electric Vehicle (BEV),Not Eligible,292,3276587
114821,2022,Ather Energy,Nexon EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,252,2058944
114822,2022,Tata Motors,Atto 3,Battery Electric Vehicle (BEV),Eligible,352,1495481
114823,2022,TVS Motor,Nexon EV,Battery Electric Vehicle (BEV),Eligible,247,1624092
114824,2022,Hyundai EV,iQube,Battery Electric Vehicle (BEV),Eligible,326,1180182
114825,2022,TVS Motor,XUV400,Battery Electric Vehicle (BEV),Eligible,401,4497448
114826,2022,Hyundai EV,Nexon EV,Battery Electric Vehicle (BEV),Not Eligible,208,3592618
114827,2022,Ola Electric,S1 Pro,Battery Electric Vehicle (BEV),Eligible,331,2562199
114828,2022,Ola Electric,Kona EV,Battery Electric Vehicle (BEV),Not Eligible,342,2537856
114829,2022,TVS Motor,iQube,Battery Electric Vehicle (BEV),Not Eligible,82,1411317
114830,2022,Ather Energy,ZS EV,Battery Electric Vehicle (BEV),Eligible,466,3129127
114831,2022,Ola Electric,450X,Battery Electric Vehicle (BEV),Not Eligible,302,3603027
114832,2022,Ather Energy,450X,Battery Electric Vehicle (BEV),Eligible,353,1750376
114833,2022,TVS Motor,iQube,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,356,2637379
114834,2022,Ola Electric,S1 Pro,Battery Electric Vehicle (BEV),Eligible,230,3197848
114835,2022,TVS Motor,ZS EV,Battery Electric Vehicle (BEV),Eligible,410,2959006
114836,2022,Mahindra Electric,ZS EV,Battery Electric Vehicle (BEV),Eligible,123,1057407
114837,2022,Mahindra Electric,450X,Battery Electric Vehicle (BEV),Not Eligible,136,2138750
114838,2022,Tata Motors,450X,Battery Electric Vehicle (BEV),Eligible,199,3195814
114839,2022,Hyundai EV,ZS EV,Battery Electric Vehicle (BEV),Not Eligible,177,4381636
114840,2022,Hyundai EV,iQube,Battery Electric Vehicle (BEV),Not Eligible,311,1507086
114841,2022,BYD India,XUV400,Battery Electric Vehicle (BEV),Eligible,173,3642973
114842,2022,BYD India,Kona EV,Battery Electric Vehicle (BEV),Eligible,432,1380825
114843,2022,Ather Energy,Nexon EV,Battery Electric Vehicle (BEV),Eligible,234,1600493
114844,2022,MG Motor India,S1 Pro,Battery Electric Vehicle (BEV),Not Eligible,377,1166658
114845,2022,Ather Energy,S1 Pro,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,371,3532489
114846,2022,BYD India,S1 Pro,Battery Electric Vehicle (BEV),Eligible,212,3785831
114847,2022,Tata Motors,ZS EV,Plug-in Hybrid Electric Vehicle (PHEV),Not Eligible,405,1840639
114848,2022,Ola Electric,XUV400,Battery Electric Vehicle (BEV),Eligible,455,1504705
114849,2022,Ather Energy,S1 Pro,Battery Electric Vehicle (BEV),Not Eligible,358,4475690
114850,2022,Hyundai EV,iQube,Battery Electric Vehicle (BEV),Eligible,440,4254425
114851,2022,Mahindra Electric,Atto 3,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,84,2759227
114852,2022,Ather Energy,Kona EV,Battery Electric Vehicle (BEV),Eligible,360,964075
114853,2022,MG Motor India,iQube,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,304,2788704
114854,2022,Ather Energy,Atto 3,Battery Electric Vehicle (BEV),Eligible,338,1296973
114855,2022,Tata Motors,450X,Battery Electric Vehicle (BEV),Eligible,469,3469668
114856,2022,Ather Energy,ZS EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,468,3420288
114857,2022,Tata Motors,Atto 3,Battery Electric Vehicle (BEV),Eligible,430,1303435
114858,2022,Ather Energy,450X,Battery Electric Vehicle (BEV),Eligible,497,1989173
114859,2022,Ather Energy,Atto 3,Battery Electric Vehicle (BEV),Eligible,263,4447538
114860,2022,Tata Motors,ZS EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,146,3590219
114861,2022,Hyundai EV,Atto 3,Battery Electric Vehicle (BEV),Eligible,395,3794879
114862,2022,MG Motor India,ZS EV,Battery Electric Vehicle (BEV),Eligible,216,4089406
114863,2022,Ola Electric,Nexon EV,Battery Electric Vehicle (BEV),Eligible,468,1932352
114864,2022,Ather Energy,XUV400,Battery Electric Vehicle (BEV),Eligible,162,1469114
114865,2022,Mahindra Electric,ZS EV,Battery Electric Vehicle (BEV),Eligible,421,3028541
114866,2022,Hyundai EV,ZS EV,Battery Electric Vehicle (BEV),Not Eligible,231,2693616
114867,2022,MG Motor India,Nexon EV,Battery Electric Vehicle (BEV),Eligible,259,2230627
114868,2022,MG Motor India,Kona EV,Battery Electric Vehicle (BEV),Eligible,366,3366731
114869,2022,TVS Motor,S1 Pro,Battery Electric Vehicle (BEV),Eligible,458,4077132
114870,2022,TVS Motor,Atto 3,Battery Electric Vehicle (BEV),Eligible,269,2830059
114871,2022,Mahindra Electric,Kona EV,Battery Electric Vehicle (BEV),Eligible,502,2321194
114872,2022,Ola Electric,450X,Battery Electric Vehicle (BEV),Eligible,122,2357451
114873,2022,Tata Motors,Atto 3,Battery Electric Vehicle (BEV),Eligible,455,1597871
114874,2022,Mahindra Electric,XUV400,Battery Electric Vehicle (BEV),Eligible,448,4247691
114875,2022,BYD India,Nexon EV,Battery Electric Vehicle (BEV),Eligible,499,2083782
114876,2022,Tata Motors,Atto 3,Battery Electric Vehicle (BEV),Eligible,279,3144383
114877,2022,Tata Motors,S1 Pro,Battery Electric Vehicle (BEV),Eligible,452,3341676
114878,2022,Ather Energy,ZS EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,285,3009430
114879,2022,Ather Energy,ZS EV,Battery Electric Vehicle (BEV),Not Eligible,253,3895657
114880,2022,Ather Energy,iQube,Battery Electric Vehicle (BEV),Eligible,256,1075077
114881,2022,TVS Motor,Kona EV,Battery Electric Vehicle (BEV),Eligible,225,1059463
114882,2022,Hyundai EV,iQube,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,160,1053835
114883,2022,MG Motor India,Nexon EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,221,3887587
114884,2022,TVS Motor,Atto 3,Battery Electric Vehicle (BEV),Not Eligible,421,3873392
114885,2022,Tata Motors,Atto 3,Battery Electric Vehicle (BEV),Eligible,257,3998765
114886,2022,Tata Motors,Nexon EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,212,1659731
114887,2022,Ather Energy,XUV400,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,417,2558627
114888,2022,MG Motor India,S1 Pro,Battery Electric Vehicle (BEV),Eligible,265,1681382
114889,2022,Tata Motors,iQube,Battery Electric Vehicle (BEV),Eligible,331,2678845
114890,2022,TVS Motor,S1 Pro,Battery Electric Vehicle (BEV),Not Eligible,339,3091967
114891,2022,Mahindra Electric,S1 Pro,Battery Electric Vehicle (BEV),Eligible,375,1226501
114892,2022,Ola Electric,ZS EV,Battery Electric Vehicle (BEV),Not Eligible,210,1196011
114893,2022,Ather Energy,Kona EV,Battery Electric Vehicle (BEV),Eligible,484,3007230
114894,2022,Hyundai EV,Kona EV,Battery Electric Vehicle (BEV),Eligible,411,1635504
114895,2022,Ather Energy,Atto 3,Battery Electric Vehicle (BEV),Not Eligible,127,4310129
114896,2022,Ather Energy,Atto 3,Battery Electric Vehicle (BEV),Eligible,235,1312828
114897,2022,Hyundai EV,Atto 3,Battery Electric Vehicle (BEV),Eligible,307,2243283
114898,2022,Ather Energy,Atto 3,Battery Electric Vehicle (BEV),Not Eligible,314,2713846
114899,2022,Ather Energy,ZS EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,229,2184793
114900,2022,TVS Motor,ZS EV,Battery Electric Vehicle (BEV),Eligible,454,2551097
114901,2022,TVS Motor,ZS EV,Battery Electric Vehicle (BEV),Not Eligible,445,3245462
114902,2022,Ola Electric,iQube,Battery Electric Vehicle (BEV),Eligible,328,3531569
114903,2022,BYD India,XUV400,Battery Electric Vehicle (BEV),Eligible,426,1903221
114904,2022,Ola Electric,Atto 3,Battery Electric Vehicle (BEV),Eligible,463,3677435
114905,2022,TVS Motor,S1 Pro,Battery Electric Vehicle (BEV),Eligible,472,995843
114906,2022,MG Motor India,ZS EV,Battery Electric Vehicle (BEV),Not Eligible,132,3019528
114907,2022,Mahindra Electric,450X,Battery Electric Vehicle (BEV),Eligible,186,3477907
114908,2022,TVS Motor,XUV400,Plug-in Hybrid Electric Vehicle (PHEV),Not Eligible,229,4234806
114909,2022,Ola Electric,S1 Pro,Battery Electric Vehicle (BEV),Eligible,87,2177145
114910,2022,Tata Motors,ZS EV,Battery Electric Vehicle (BEV),Not Eligible,133,3537130
114911,2022,Mahindra Electric,ZS EV,Battery Electric Vehicle (BEV),Eligible,475,3523751
114912,2022,Ather Energy,Atto 3,Battery Electric Vehicle (BEV),Eligible,294,2390983
114913,2022,Ather Energy,Nexon EV,Battery Electric Vehicle (BEV),Eligible,474,3296853
114914,2022,Hyundai EV,S1 Pro,Battery Electric Vehicle (BEV),Eligible,395,3455350
114915,2022,Ola Electric,S1 Pro,Battery Electric Vehicle (BEV),Eligible,243,3681707
114916,2022,Ather Energy,450X,Battery Electric Vehicle (BEV),Eligible,315,4357046
114917,2022,MG Motor India,iQube,Battery Electric Vehicle (BEV),Not Eligible,415,1711200
114918,2022,MG Motor India,iQube,Battery Electric Vehicle (BEV),Eligible,117,3445823
114919,2022,Ola Electric,ZS EV,Battery Electric Vehicle (BEV),Eligible,412,4056046
114920,2022,Ather Energy,XUV400,Plug-in Hybrid Electric Vehicle (PHEV),Not Eligible,208,4449777
114921,2022,Tata Motors,Nexon EV,Battery Electric Vehicle (BEV),Eligible,298,3517086
114922,2022,Ola Electric,Kona EV,Battery Electric Vehicle (BEV),Eligible,483,1464765
114923,2022,Ola Electric,iQube,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,501,1708456
114924,2022,BYD India,Atto 3,Battery Electric Vehicle (BEV),Not Eligible,479,959284
114925,2022,Hyundai EV,Atto 3,Battery Electric Vehicle (BEV),Eligible,505,2725435
114926,2022,Ather Energy,iQube,Battery Electric Vehicle (BEV),Eligible,87,2551914
114927,2022,Ola Electric,ZS EV,Battery Electric Vehicle (BEV),Eligible,159,1881426
114928,2022,Mahindra Electric,450X,Battery Electric Vehicle (BEV),Eligible,155,4236777
114929,2022,Tata Motors,Atto 3,Battery Electric Vehicle (BEV),Eligible,158,4155678
114930,2022,Mahindra Electric,Atto 3,Battery Electric Vehicle (BEV),Eligible,105,2522268
114931,2022,BYD India,S1 Pro,Battery Electric Vehicle (BEV),Eligible,375,1990824
114932,2022,Ather Energy,Nexon EV,Battery Electric Vehicle (BEV),Eligible,215,3190361
114933,2022,TVS Motor,XUV400,Battery Electric Vehicle (BEV),Eligible,442,4251757
114934,2022,MG Motor India,Nexon EV,Battery Electric Vehicle (BEV),Not Eligible,340,2299522
114935,2022,TVS Motor,Kona EV,Battery Electric Vehicle (BEV),Not Eligible,252,1886913
114936,2022,MG Motor India,450X,Battery Electric Vehicle (BEV),Eligible,446,3268839
114937,2022,TVS Motor,Nexon EV,Battery Electric Vehicle (BEV),Not Eligible,258,3820626
114938,2022,Tata Motors,Nexon EV,Plug-in Hybrid Electric Vehicle (PHEV),Not Eligible,440,2365352
114939,2022,Mahindra Electric,S1 Pro,Battery Electric Vehicle (BEV),Eligible,409,3267727
114940,2022,TVS Motor,Kona EV,Battery Electric Vehicle (BEV),Not Eligible,297,2113732
114941,2022,BYD India,XUV400,Battery Electric Vehicle (BEV),Not Eligible,455,1998548
114942,2022,Mahindra Electric,Nexon EV,Battery Electric Vehicle (BEV),Eligible,105,1624842
114943,2022,Mahindra Electric,450X,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,458,1477708
114944,2022,Mahindra Electric,Kona EV,Battery Electric Vehicle (BEV),Not Eligible,472,1788722
114945,2022,Mahindra Electric,ZS EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,479,2696390
114946,2022,BYD India,Atto 3,Battery Electric Vehicle (BEV),Not Eligible,369,4415712
114947,2022,BYD India,iQube,Battery Electric Vehicle (BEV),Eligible,329,2282443
114948,2022,Mahindra Electric,ZS EV,Battery Electric Vehicle (BEV),Eligible,95,3445367
114949,2022,Hyundai EV,ZS EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,428,1971054
114950,2022,Mahindra Electric,XUV400,Battery Electric Vehicle (BEV),Eligible,428,2460812
114951,2022,MG Motor India,iQube,Battery Electric Vehicle (BEV),Eligible,173,2074221
114952,2022,TVS Motor,S1 Pro,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,306,4247376
114953,2022,Tata Motors,ZS EV,Battery Electric Vehicle (BEV),Eligible,226,2506516
114954,2022,Hyundai EV,ZS EV,Battery Electric Vehicle (BEV),Not Eligible,195,2789707
114955,2022,BYD India,450X,Battery Electric Vehicle (BEV),Eligible,88,3236988
114956,2022,Ola Electric,Atto 3,Battery Electric Vehicle (BEV),Not Eligible,321,1914754
114957,2022,MG Motor India,Atto 3,Battery Electric Vehicle (BEV),Eligible,313,2147026
114958,2022,Tata Motors,ZS EV,Battery Electric Vehicle (BEV),Eligible,103,1392457
114959,2022,Mahindra Electric,Atto 3,Battery Electric Vehicle (BEV),Eligible,351,3263938
114960,2022,Hyundai EV,Kona EV,Battery Electric Vehicle (BEV),Not Eligible,102,3065743
114961,2022,Mahindra Electric,450X,Battery Electric Vehicle (BEV),Not Eligible,159,1206330
114962,2022,BYD India,Kona EV,Battery Electric Vehicle (BEV),Eligible,259,3991895
114963,2022,Hyundai EV,iQube,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,115,2374821
114964,2022,BYD India,S1 Pro,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,85,4380319
114965,2022,BYD India,Atto 3,Battery Electric Vehicle (BEV),Eligible,132,2184028
114966,2022,Ather Energy,Atto 3,Battery Electric Vehicle (BEV),Eligible,501,1241511
114967,2022,Mahindra Electric,ZS EV,Battery Electric Vehicle (BEV),Eligible,417,1315545
114968,2022,Ather Energy,450X,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,377,2802411
114969,2022,Ola Electric,Kona EV,Battery Electric Vehicle (BEV),Eligible,246,2225626
114970,2022,Tata Motors,XUV400,Battery Electric Vehicle (BEV),Eligible,259,2390260
114971,2022,BYD India,iQube,Battery Electric Vehicle (BEV),Eligible,480,1786128
114972,2022,Mahindra Electric,ZS EV,Battery Electric Vehicle (BEV),Eligible,228,2199137
114973,2022,Tata Motors,450X,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,236,4382700
114974,2022,Ola Electric,Atto 3,Battery Electric Vehicle (BEV),Eligible,245,2770274
114975,2022,Ola Electric,XUV400,Battery Electric Vehicle (BEV),Eligible,136,2759343
114976,2022,MG Motor India,XUV400,Battery Electric Vehicle (BEV),Eligible,438,2540450
114977,2022,MG Motor India,ZS EV,Battery Electric Vehicle (BEV),Eligible,247,3622279
114978,2022,Ola Electric,iQube,Battery Electric Vehicle (BEV),Eligible,482,3873022
114979,2022,Ola Electric,450X,Battery Electric Vehicle (BEV),Eligible,480,1842723
114980,2022,MG Motor India,Kona EV,Battery Electric Vehicle (BEV),Not Eligible,376,4005758
114981,2022,MG Motor India,S1 Pro,Battery Electric Vehicle (BEV),Eligible,210,1461970
114982,2022,Hyundai EV,S1 Pro,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,299,3667043
114983,2022,Tata Motors,iQube,Battery Electric Vehicle (BEV),Eligible,299,1086918
114984,2022,TVS Motor,Kona EV,Battery Electric Vehicle (BEV),Eligible,372,2638872
114985,2022,Hyundai EV,450X,Battery Electric Vehicle (BEV),Eligible,166,4154748
114986,2022,TVS Motor,450X,Battery Electric Vehicle (BEV),Eligible,390,3604654
114987,2022,Tata Motors,450X,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,502,2038721
114988,2022,MG Motor India,Kona EV,Battery Electric Vehicle (BEV),Eligible,141,938553
114989,2022,Hyundai EV,Kona EV,Battery Electric Vehicle (BEV),Eligible,387,3446877
114990,2022,MG Motor India,450X,Battery Electric Vehicle (BEV),Eligible,453,2173284
114991,2022,Mahindra Electric,450X,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,370,1523347
114992,2022,BYD India,iQube,Battery Electric Vehicle (BEV),Eligible,262,2659735
114993,2022,Ola Electric,Kona EV,Battery Electric Vehicle (BEV),Eligible,344,2356890
114994,2022,Ola Electric,Kona EV,Battery Electric Vehicle (BEV),Not Eligible,356,1874945
114995,2022,Mahindra Electric,Nexon EV,Battery Electric Vehicle (BEV),Eligible,249,2491159
114996,2022,BYD India,450X,Battery Electric Vehicle (BEV),Eligible,389,2375307
114997,2022,Tata Motors,S1 Pro,Battery Electric Vehicle (BEV),Eligible,235,4352169
114998,2022,Ola Electric,ZS EV,Battery Electric Vehicle (BEV),Eligible,428,1826064
114999,2022,Hyundai EV,S1 Pro,Battery Electric Vehicle (BEV),Eligible,337,2781889
115000,2022,TVS Motor,Kona EV,Battery Electric Vehicle (BEV),Eligible,354,1767101
115001,2022,Hyundai EV,Nexon EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,423,1215914
115002,2022,BYD India,450X,Battery Electric Vehicle (BEV),Eligible,241,2453492
115003,2022,Mahindra Electric,ZS EV,Battery Electric Vehicle (BEV),Eligible,377,914630
115004,2022,MG Motor India,450X,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,158,1442184
115005,2022,MG Motor India,Nexon EV,Battery Electric Vehicle (BEV),Eligible,150,2371582
115006,2022,BYD India,Atto 3,Battery Electric Vehicle (BEV),Eligible,121,2553516
115007,2022,BYD India,Nexon EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,251,4135202
115008,2022,MG Motor India,Kona EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,470,2206618
115009,2022,Hyundai EV,Nexon EV,Battery Electric Vehicle (BEV),Eligible,353,4264803
115010,2022,Ather Energy,Kona EV,Battery Electric Vehicle (BEV),Eligible,340,3768809
115011,2022,Ather Energy,XUV400,Battery Electric Vehicle (BEV),Not Eligible,80,1658773
115012,2022,TVS Motor,Nexon EV,Battery Electric Vehicle (BEV),Eligible,125,2895168
115013,2022,Hyundai EV,Nexon EV,Battery Electric Vehicle (BEV),Not Eligible,244,4022513
115014,2022,Tata Motors,XUV400,Battery Electric Vehicle (BEV),Eligible,504,4134982
115015,2022,MG Motor India,Kona EV,Battery Electric Vehicle (BEV),Eligible,368,3325583
115016,2022,Ola Electric,Nexon EV,Battery Electric Vehicle (BEV),Eligible,334,4481753
115017,2022,Ather Energy,S1 Pro,Battery Electric Vehicle (BEV),Eligible,318,4047515
115018,2022,Tata Motors,Atto 3,Battery Electric Vehicle (BEV),Eligible,135,3105222
115019,2022,Hyundai EV,Kona EV,Battery Electric Vehicle (BEV),Eligible,472,2643694
115020,2022,Ather Energy,ZS EV,Battery Electric Vehicle (BEV),Not Eligible,364,1037746
115021,2022,Tata Motors,iQube,Battery Electric Vehicle (BEV),Eligible,327,1040684
115022,2022,MG Motor India,S1 Pro,Battery Electric Vehicle (BEV),Not Eligible,491,2433878
115023,2022,Ola Electric,450X,Battery Electric Vehicle (BEV),Eligible,238,3765757
115024,2022,Ather Energy,ZS EV,Battery Electric Vehicle (BEV),Not Eligible,396,2724072
115025,2022,BYD India,S1 Pro,Plug-in Hybrid Electric Vehicle (PHEV),Not Eligible,89,3844572
115026,2022,Hyundai EV,S1 Pro,Battery Electric Vehicle (BEV),Eligible,338,1470794
115027,2022,Tata Motors,Atto 3,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,322,1447231
115028,2022,Hyundai EV,XUV400,Battery Electric Vehicle (BEV),Eligible,476,2099159
115029,2022,Ather Energy,iQube,Battery Electric Vehicle (BEV),Eligible,455,1930517
115030,2022,TVS Motor,Nexon EV,Battery Electric Vehicle (BEV),Eligible,475,4379274
115031,2022,Tata Motors,iQube,Battery Electric Vehicle (BEV),Eligible,405,3183242
115032,2022,BYD India,450X,Battery Electric Vehicle (BEV),Not Eligible,409,1572134
115033,2022,Ola Electric,Kona EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,222,1293685
115034,2022,TVS Motor,ZS EV,Battery Electric Vehicle (BEV),Eligible,165,3209750
115035,2022,TVS Motor,Kona EV,Battery Electric Vehicle (BEV),Eligible,278,2074938
115036,2022,Hyundai EV,Kona EV,Battery Electric Vehicle (BEV),Not Eligible,95,4499618
115037,2022,Ola Electric,450X,Battery Electric Vehicle (BEV),Eligible,355,1237211
115038,2022,BYD India,Nexon EV,Battery Electric Vehicle (BEV),Not Eligible,422,2244466
115039,2022,MG Motor India,XUV400,Battery Electric Vehicle (BEV),Eligible,218,1873755
115040,2022,MG Motor India,iQube,Battery Electric Vehicle (BEV),Eligible,337,2883294
115041,2022,Hyundai EV,450X,Battery Electric Vehicle (BEV),Eligible,83,1855344
115042,2022,Hyundai EV,S1 Pro,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,115,4258062
115043,2022,BYD India,Nexon EV,Battery Electric Vehicle (BEV),Eligible,499,2370045
115044,2022,TVS Motor,S1 Pro,Battery Electric Vehicle (BEV),Eligible,436,2533520
115045,2022,MG Motor India,Atto 3,Battery Electric Vehicle (BEV),Not Eligible,239,3363664
115046,2022,MG Motor India,ZS EV,Battery Electric Vehicle (BEV),Eligible,336,2637459
115047,2022,Mahindra Electric,XUV400,Battery Electric Vehicle (BEV),Not Eligible,198,4214438
115048,2022,Ather Energy,S1 Pro,Battery Electric Vehicle (BEV),Eligible,353,4389977
115049,2022,Tata Motors,ZS EV,Battery Electric Vehicle (BEV),Eligible,165,4464018
115050,2022,MG Motor India,iQube,Battery Electric Vehicle (BEV),Eligible,221,1991891
115051,2022,BYD India,S1 Pro,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,394,4482037
115052,2022,Ather Energy,iQube,Battery Electric Vehicle (BEV),Not Eligible,278,2559477
115053,2022,Mahindra Electric,Nexon EV,Plug-in Hybrid Electric Vehicle (PHEV),Not Eligible,326,3894835
115054,2022,Tata Motors,S1 Pro,Battery Electric Vehicle (BEV),Eligible,339,3196111
115055,2022,Mahindra Electric,Atto 3,Battery Electric Vehicle (BEV),Eligible,275,3158433
115056,2022,MG Motor India,ZS EV,Plug-in Hybrid Electric Vehicle (PHEV),Not Eligible,298,1291614
115057,2022,Mahindra Electric,iQube,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,159,3452209
115058,2022,Mahindra Electric,450X,Battery Electric Vehicle (BEV),Eligible,220,1156829
115059,2022,Tata Motors,S1 Pro,Battery Electric Vehicle (BEV),Eligible,438,4177259
115060,2022,Mahindra Electric,ZS EV,Battery Electric Vehicle (BEV),Eligible,336,3784812
115061,2022,BYD India,ZS EV,Battery Electric Vehicle (BEV),Eligible,343,1867268
115062,2022,BYD India,450X,Battery Electric Vehicle (BEV),Eligible,311,4052797
115063,2022,BYD India,Kona EV,Battery Electric Vehicle (BEV),Eligible,392,4081575
115064,2022,Ola Electric,S1 Pro,Battery Electric Vehicle (BEV),Not Eligible,385,4215939
